Angle,Intensity
10.7583,78
10.7625,79
10.7666,78
10.7708,82
10.775,66
10.7792,94
10.7833,89
10.7875,86
10.7917,89
10.7959,77
10.8001,85
10.8042,85
10.8084,73
10.8126,69
10.8168,76
10.8209,77
10.8251,85
10.8293,80
10.8335,66
10.8377,94
10.8418,88
10.846,73
10.8502,78
10.8544,91
10.8585,74
10.8627,70
10.8669,91
10.8711,78
10.8753,89
10.8794,72
10.8836,76
10.8878,88
10.892,90
10.8961,69
10.9003,87
10.9045,66
10.9087,76
10.9129,63
10.917,74
10.9212,80
10.9254,74
10.9296,64
10.9337,85
10.9379,78
10.9421,89
10.9463,78
10.9505,88
10.9546,79
10.9588,82
10.963,82
10.9672,73
10.9713,79
10.9755,76
10.9797,77
10.9839,56
10.9881,67
10.9922,66
10.9964,82
11.0006,84
11.0048,80
11.0089,81
11.0131,74
11.0173,91
11.0215,85
11.0257,66
11.0298,65
11.034,66
11.0382,72
11.0424,76
11.0465,52
11.0507,82
11.0549,69
11.0591,56
11.0633,90
11.0674,80
11.0716,79
11.0758,84
11.08,85
11.0841,86
11.0883,72
11.0925,68
11.0967,81
11.1009,58
11.105,81
11.1092,84
11.1134,77
11.1176,79
11.1217,77
11.1259,79
11.1301,77
11.1343,98
11.1385,86
11.1426,91
11.1468,63
11.151,69
11.1552,69
11.1593,66
11.1635,84
11.1677,63
11.1719,97
11.1761,77
11.1802,79
11.1844,77
11.1886,76
11.1928,85
11.1969,90
11.2011,86
11.2053,91
11.2095,92
11.2137,104
11.2178,94
11.222,79
11.2262,65
11.2304,77
11.2345,81
11.2387,64
11.2429,79
11.2471,82
11.2513,80
11.2554,65
11.2596,80
11.2638,69
11.268,99
11.2721,68
11.2763,85
11.2805,90
11.2847,91
11.2889,75
11.293,74
11.2972,91
11.3014,79
11.3056,61
11.3097,74
11.3139,65
11.3181,85
11.3223,70
11.3265,77
11.3306,81
11.3348,72
11.339,73
11.3432,75
11.3473,67
11.3515,62
11.3557,73
11.3599,97
11.3641,70
11.3682,68
11.3724,79
11.3766,66
11.3808,82
11.3849,73
11.3891,84
11.3933,82
11.3975,92
11.4017,98
11.4058,68
11.41,78
11.4142,69
11.4184,91
11.4225,76
11.4267,82
11.4309,82
11.4351,80
11.4393,69
11.4434,81
11.4476,86
11.4518,84
11.456,73
11.4601,79
11.4643,82
11.4685,92
11.4727,72
11.4769,81
11.481,89
11.4852,88
11.4894,74
11.4936,72
11.4977,80
11.5019,96
11.5061,73
11.5103,76
11.5145,72
11.5186,74
11.5228,79
11.527,73
11.5312,74
11.5353,85
11.5395,91
11.5437,77
11.5479,75
11.5521,87
11.5562,85
11.5604,93
11.5646,72
11.5688,80
11.5729,90
11.5771,70
11.5813,75
11.5855,82
11.5897,68
11.5938,85
11.598,89
11.6022,100
11.6064,82
11.6105,84
11.6147,76
11.6189,80
11.6231,80
11.6273,88
11.6314,72
11.6356,69
11.6398,90
11.644,65
11.6481,63
11.6523,72
11.6565,78
11.6607,82
11.6649,92
11.669,96
11.6732,75
11.6774,74
11.6816,63
11.6857,90
11.6899,65
11.6941,76
11.6983,70
11.7025,74
11.7066,64
11.7108,67
11.715,58
11.7192,57
11.7233,78
11.7275,73
11.7317,79
11.7359,76
11.7401,98
11.7442,76
11.7484,74
11.7526,78
11.7568,82
11.7609,90
11.7651,92
11.7693,93
11.7735,77
11.7777,88
11.7818,72
11.786,92
11.7902,86
11.7944,80
11.7986,79
11.8027,72
11.8069,74
11.8111,75
11.8153,81
11.8194,73
11.8236,72
11.8278,79
11.832,73
11.8362,77
11.8403,79
11.8445,69
11.8487,78
11.8529,75
11.857,78
11.8612,58
11.8654,82
11.8696,67
11.8738,66
11.8779,82
11.8821,73
11.8863,72
11.8905,87
11.8946,65
11.8988,82
11.903,60
11.9072,69
11.9114,72
11.9155,77
11.9197,87
11.9239,70
11.9281,78
11.9322,85
11.9364,75
11.9406,66
11.9448,76
11.949,75
11.9531,76
11.9573,62
11.9615,63
11.9657,70
11.9698,78
11.974,89
11.9782,73
11.9824,73
11.9866,81
11.9907,84
11.9949,76
11.9991,80
12.0033,82
12.0074,67
12.0116,74
12.0158,97
12.02,79
12.0242,68
12.0283,64
12.0325,77
12.0367,63
12.0409,80
12.045,67
12.0492,91
12.0534,60
12.0576,55
12.0618,62
12.0659,96
12.0701,79
12.0743,82
12.0785,73
12.0826,77
12.0868,75
12.091,82
12.0952,74
12.0994,69
12.1035,77
12.1077,72
12.1119,85
12.1161,80
12.1202,77
12.1244,73
12.1286,85
12.1328,74
12.137,79
12.1411,65
12.1453,94
12.1495,68
12.1537,76
12.1578,86
12.162,86
12.1662,86
12.1704,68
12.1746,64
12.1787,73
12.1829,65
12.1871,87
12.1913,78
12.1954,60
12.1996,89
12.2038,96
12.208,80
12.2122,56
12.2163,70
12.2205,86
12.2247,72
12.2289,87
12.233,78
12.2372,81
12.2414,84
12.2456,90
12.2498,79
12.2539,90
12.2581,77
12.2623,73
12.2665,62
12.2706,80
12.2748,65
12.279,85
12.2832,79
12.2874,85
12.2915,70
12.2957,73
12.2999,84
12.3041,87
12.3082,64
12.3124,78
12.3166,64
12.3208,74
12.325,76
12.3291,67
12.3333,79
12.3375,63
12.3417,67
12.3458,75
12.35,61
12.3542,79
12.3584,78
12.3626,76
12.3667,75
12.3709,80
12.3751,63
12.3793,73
12.3834,70
12.3876,76
12.3918,75
12.396,84
12.4002,82
12.4043,76
12.4085,89
12.4127,76
12.4169,74
12.421,60
12.4252,69
12.4294,63
12.4336,64
12.4378,66
12.4419,55
12.4461,67
12.4503,68
12.4545,60
12.4586,91
12.4628,78
12.467,91
12.4712,86
12.4754,77
12.4795,73
12.4837,63
12.4879,79
12.4921,82
12.4962,73
12.5004,72
12.5046,85
12.5088,85
12.513,73
12.5171,67
12.5213,68
12.5255,61
12.5297,73
12.5338,79
12.538,67
12.5422,73
12.5464,74
12.5506,82
12.5547,78
12.5589,70
12.5631,68
12.5673,52
12.5714,79
12.5756,81
12.5798,74
12.584,78
12.5882,78
12.5923,57
12.5965,80
12.6007,67
12.6049,70
12.609,80
12.6132,84
12.6174,67
12.6216,70
12.6258,88
12.6299,58
12.6341,70
12.6383,60
12.6425,74
12.6466,57
12.6508,53
12.655,51
12.6592,68
12.6634,75
12.6675,65
12.6717,80
12.6759,76
12.6801,63
12.6842,74
12.6884,68
12.6926,60
12.6968,58
12.701,79
12.7051,79
12.7093,70
12.7135,73
12.7177,69
12.7218,62
12.726,67
12.7302,73
12.7344,80
12.7386,64
12.7427,66
12.7469,67
12.7511,73
12.7553,69
12.7594,51
12.7636,66
12.7678,84
12.772,66
12.7762,90
12.7803,74
12.7845,93
12.7887,69
12.7929,70
12.797,62
12.8012,64
12.8054,79
12.8096,77
12.8138,61
12.8179,82
12.8221,60
12.8263,75
12.8305,72
12.8346,65
12.8388,72
12.843,67
12.8472,64
12.8514,87
12.8555,66
12.8597,72
12.8639,73
12.8681,82
12.8722,81
12.8764,63
12.8806,68
12.8848,52
12.889,78
12.8931,69
12.8973,75
12.9015,79
12.9057,67
12.9098,62
12.914,76
12.9182,75
12.9224,61
12.9266,66
12.9307,73
12.9349,68
12.9391,72
12.9433,73
12.9475,64
12.9516,62
12.9558,72
12.96,73
12.9642,73
12.9683,56
12.9725,68
12.9767,72
12.9809,84
12.9851,56
12.9892,79
12.9934,54
12.9976,68
13.0018,70
13.0059,80
13.0101,77
13.0143,75
13.0185,75
13.0227,76
13.0268,94
13.031,66
13.0352,78
13.0394,58
13.0435,67
13.0477,55
13.0519,67
13.0561,61
13.0603,79
13.0644,61
13.0686,54
13.0728,67
13.077,63
13.0811,68
13.0853,73
13.0895,92
13.0937,78
13.0979,66
13.102,68
13.1062,68
13.1104,67
13.1146,58
13.1187,73
13.1229,63
13.1271,74
13.1313,67
13.1355,65
13.1396,45
13.1438,78
13.148,68
13.1522,75
13.1563,78
13.1605,73
13.1647,69
13.1689,75
13.1731,77
13.1772,64
13.1814,58
13.1856,81
13.1898,65
13.1939,67
13.1981,52
13.2023,76
13.2065,72
13.2107,66
13.2148,60
13.219,64
13.2232,69
13.2274,76
13.2315,63
13.2357,75
13.2399,66
13.2441,76
13.2483,75
13.2524,57
13.2566,86
13.2608,67
13.265,69
13.2691,80
13.2733,85
13.2775,65
13.2817,75
13.2859,74
13.29,93
13.2942,66
13.2984,76
13.3026,62
13.3067,68
13.3109,91
13.3151,65
13.3193,80
13.3235,74
13.3276,57
13.3318,63
13.336,74
13.3402,89
13.3443,70
13.3485,78
13.3527,69
13.3569,58
13.3611,68
13.3652,72
13.3694,66
13.3736,76
13.3778,72
13.3819,70
13.3861,70
13.3903,63
13.3945,69
13.3987,69
13.4028,74
13.407,66
13.4112,80
13.4154,60
13.4195,63
13.4237,64
13.4279,58
13.4321,63
13.4363,67
13.4404,76
13.4446,64
13.4488,79
13.453,76
13.4571,75
13.4613,72
13.4655,87
13.4697,72
13.4739,68
13.478,67
13.4822,68
13.4864,76
13.4906,91
13.4947,75
13.4989,73
13.5031,75
13.5073,69
13.5115,51
13.5156,54
13.5198,86
13.524,78
13.5282,69
13.5323,70
13.5365,67
13.5407,78
13.5449,78
13.5491,72
13.5532,69
13.5574,63
13.5616,67
13.5658,68
13.5699,73
13.5741,75
13.5783,79
13.5825,89
13.5867,73
13.5908,64
13.595,80
13.5992,57
13.6034,61
13.6075,82
13.6117,68
13.6159,69
13.6201,53
13.6243,76
13.6284,70
13.6326,79
13.6368,89
13.641,72
13.6451,70
13.6493,65
13.6535,69
13.6577,74
13.6619,86
13.666,77
13.6702,72
13.6744,49
13.6786,68
13.6827,61
13.6869,66
13.6911,76
13.6953,65
13.6995,56
13.7036,68
13.7078,69
13.712,63
13.7162,70
13.7203,86
13.7245,57
13.7287,84
13.7329,72
13.7371,67
13.7412,67
13.7454,73
13.7496,72
13.7538,66
13.7579,56
13.7621,97
13.7663,67
13.7705,81
13.7747,68
13.7788,64
13.783,72
13.7872,77
13.7914,61
13.7955,73
13.7997,61
13.8039,62
13.8081,69
13.8123,63
13.8164,75
13.8206,70
13.8248,51
13.829,69
13.8331,60
13.8373,60
13.8415,62
13.8457,89
13.8499,64
13.854,85
13.8582,57
13.8624,68
13.8666,69
13.8707,52
13.8749,64
13.8791,68
13.8833,73
13.8875,76
13.8916,60
13.8958,74
13.9,56
13.9042,65
13.9083,67
13.9125,70
13.9167,66
13.9209,60
13.9251,77
13.9292,74
13.9334,73
13.9376,85
13.9418,48
13.9459,64
13.9501,69
13.9543,85
13.9585,53
13.9627,54
13.9668,77
13.971,72
13.9752,78
13.9794,64
13.9835,77
13.9877,69
13.9919,65
13.9961,67
14.0003,72
14.0044,76
14.0086,57
14.0128,67
14.017,75
14.0211,64
14.0253,79
14.0295,56
14.0337,65
14.0379,67
14.042,62
14.0462,65
14.0504,68
14.0546,87
14.0587,57
14.0629,63
14.0671,68
14.0713,66
14.0755,84
14.0796,67
14.0838,60
14.088,64
14.0922,70
14.0963,66
14.1005,67
14.1047,69
14.1089,88
14.1131,67
14.1172,64
14.1214,72
14.1256,64
14.1298,64
14.134,66
14.1381,60
14.1423,67
14.1465,67
14.1507,78
14.1548,64
14.159,65
14.1632,70
14.1674,56
14.1716,58
14.1757,65
14.1799,81
14.1841,55
14.1883,65
14.1924,60
14.1966,74
14.2008,74
14.205,74
14.2092,65
14.2133,72
14.2175,68
14.2217,72
14.2259,81
14.23,69
14.2342,84
14.2384,75
14.2426,66
14.2468,66
14.2509,64
14.2551,63
14.2593,67
14.2635,77
14.2676,76
14.2718,76
14.276,68
14.2802,68
14.2844,91
14.2885,75
14.2927,57
14.2969,72
14.3011,65
14.3052,62
14.3094,66
14.3136,66
14.3178,64
14.322,60
14.3261,56
14.3303,67
14.3345,57
14.3387,68
14.3428,54
14.347,79
14.3512,65
14.3554,58
14.3596,69
14.3637,72
14.3679,54
14.3721,85
14.3763,63
14.3804,61
14.3846,68
14.3888,89
14.393,87
14.3972,68
14.4013,60
14.4055,75
14.4097,49
14.4139,69
14.418,64
14.4222,55
14.4264,74
14.4306,76
14.4348,73
14.4389,75
14.4431,58
14.4473,84
14.4515,52
14.4556,51
14.4598,61
14.464,68
14.4682,69
14.4724,74
14.4765,74
14.4807,74
14.4849,77
14.4891,63
14.4932,69
14.4974,68
14.5016,85
14.5058,50
14.51,58
14.5141,56
14.5183,75
14.5225,66
14.5267,72
14.5308,65
14.535,84
14.5392,66
14.5434,61
14.5476,76
14.5517,62
14.5559,67
14.5601,51
14.5643,65
14.5684,70
14.5726,78
14.5768,75
14.581,73
14.5852,60
14.5893,96
14.5935,87
14.5977,58
14.6019,64
14.606,69
14.6102,64
14.6144,60
14.6186,53
14.6228,55
14.6269,65
14.6311,64
14.6353,56
14.6395,65
14.6436,73
14.6478,84
14.652,61
14.6562,70
14.6604,73
14.6645,67
14.6687,58
14.6729,64
14.6771,66
14.6812,78
14.6854,58
14.6896,62
14.6938,53
14.698,63
14.7021,64
14.7063,67
14.7105,60
14.7147,81
14.7188,54
14.723,73
14.7272,69
14.7314,61
14.7356,73
14.7397,60
14.7439,76
14.7481,66
14.7523,69
14.7564,75
14.7606,60
14.7648,64
14.769,68
14.7732,70
14.7773,65
14.7815,84
14.7857,73
14.7899,55
14.794,63
14.7982,85
14.8024,93
14.8066,80
14.8108,68
14.8149,66
14.8191,66
14.8233,77
14.8275,69
14.8316,70
14.8358,70
14.84,46
14.8442,55
14.8484,50
14.8525,66
14.8567,68
14.8609,55
14.8651,82
14.8692,58
14.8734,55
14.8776,67
14.8818,76
14.886,69
14.8901,72
14.8943,87
14.8985,70
14.9027,67
14.9068,77
14.911,68
14.9152,57
14.9194,63
14.9236,63
14.9277,76
14.9319,74
14.9361,76
14.9403,65
14.9444,61
14.9486,66
14.9528,81
14.957,65
14.9612,60
14.9653,85
14.9695,68
14.9737,74
14.9779,70
14.982,80
14.9862,54
14.9904,64
14.9946,57
14.9988,66
15.0029,49
15.0071,73
15.0113,69
15.0155,66
15.0196,78
15.0238,75
15.028,73
15.0322,58
15.0364,67
15.0405,73
15.0447,67
15.0489,68
15.0531,66
15.0572,67
15.0614,65
15.0656,64
15.0698,63
15.074,62
15.0781,73
15.0823,78
15.0865,60
15.0907,78
15.0948,70
15.099,75
15.1032,63
15.1074,76
15.1116,57
15.1157,64
15.1199,57
15.1241,68
15.1283,67
15.1324,69
15.1366,76
15.1408,70
15.145,58
15.1492,73
15.1533,58
15.1575,85
15.1617,63
15.1659,70
15.17,81
15.1742,73
15.1784,74
15.1826,72
15.1868,60
15.1909,66
15.1951,65
15.1993,58
15.2035,60
15.2076,64
15.2118,69
15.216,69
15.2202,68
15.2244,61
15.2285,72
15.2327,79
15.2369,68
15.2411,69
15.2452,73
15.2494,62
15.2536,64
15.2578,60
15.262,77
15.2661,55
15.2703,44
15.2745,65
15.2787,69
15.2828,60
15.287,57
15.2912,73
15.2954,62
15.2996,62
15.3037,63
15.3079,75
15.3121,66
15.3163,67
15.3205,60
15.3246,63
15.3288,76
15.333,50
15.3372,65
15.3413,57
15.3455,58
15.3497,70
15.3539,63
15.3581,76
15.3622,56
15.3664,68
15.3706,56
15.3748,66
15.3789,66
15.3831,66
15.3873,62
15.3915,68
15.3957,46
15.3998,63
15.404,65
15.4082,70
15.4124,72
15.4165,55
15.4207,73
15.4249,74
15.4291,58
15.4333,73
15.4374,96
15.4416,72
15.4458,70
15.45,69
15.4541,54
15.4583,78
15.4625,63
15.4667,66
15.4709,67
15.475,65
15.4792,68
15.4834,60
15.4876,65
15.4917,78
15.4959,79
15.5001,68
15.5043,65
15.5085,69
15.5126,70
15.5168,66
15.521,67
15.5252,65
15.5293,73
15.5335,75
15.5377,65
15.5419,69
15.5461,76
15.5502,63
15.5544,76
15.5586,43
15.5628,55
15.5669,63
15.5711,63
15.5753,68
15.5795,79
15.5837,73
15.5878,52
15.592,72
15.5962,76
15.6004,51
15.6045,50
15.6087,58
15.6129,60
15.6171,61
15.6213,78
15.6254,65
15.6296,78
15.6338,60
15.638,52
15.6421,69
15.6463,74
15.6505,70
15.6547,60
15.6589,76
15.663,66
15.6672,57
15.6714,76
15.6756,64
15.6797,74
15.6839,57
15.6881,57
15.6923,54
15.6965,63
15.7006,60
15.7048,56
15.709,73
15.7132,45
15.7173,52
15.7215,57
15.7257,61
15.7299,56
15.7341,54
15.7382,66
15.7424,64
15.7466,80
15.7508,68
15.7549,77
15.7591,69
15.7633,66
15.7675,66
15.7717,72
15.7758,76
15.78,68
15.7842,65
15.7884,64
15.7925,50
15.7967,58
15.8009,62
15.8051,70
15.8093,60
15.8134,57
15.8176,57
15.8218,62
15.826,54
15.8301,67
15.8343,66
15.8385,69
15.8427,68
15.8469,65
15.851,68
15.8552,61
15.8594,66
15.8636,56
15.8677,63
15.8719,53
15.8761,68
15.8803,78
15.8845,69
15.8886,66
15.8928,57
15.897,75
15.9012,69
15.9053,78
15.9095,54
15.9137,67
15.9179,55
15.9221,76
15.9262,61
15.9304,66
15.9346,56
15.9388,62
15.9429,65
15.9471,65
15.9513,70
15.9555,69
15.9597,54
15.9638,51
15.968,75
15.9722,55
15.9764,61
15.9805,62
15.9847,62
15.9889,64
15.9931,65
15.9973,82
16.0014,74
16.0056,68
16.0098,57
16.014,60
16.0181,65
16.0223,55
16.0265,72
16.0307,57
16.0349,65
16.039,68
16.0432,81
16.0474,74
16.0516,58
16.0557,66
16.0599,61
16.0641,70
16.0683,70
16.0725,76
16.0766,61
16.0808,67
16.085,80
16.0892,72
16.0933,74
16.0975,78
16.1017,60
16.1059,73
16.1101,73
16.1142,64
16.1184,58
16.1226,52
16.1268,72
16.1309,73
16.1351,68
16.1393,62
16.1435,63
16.1477,58
16.1518,62
16.156,48
16.1602,66
16.1644,84
16.1685,69
16.1727,70
16.1769,68
16.1811,61
16.1853,78
16.1894,81
16.1936,67
16.1978,64
16.202,56
16.2061,65
16.2103,63
16.2145,68
16.2187,56
16.2229,65
16.227,56
16.2312,55
16.2354,45
16.2396,69
16.2437,60
16.2479,72
16.2521,67
16.2563,73
16.2605,62
16.2646,55
16.2688,54
16.273,62
16.2772,64
16.2813,69
16.2855,63
16.2897,62
16.2939,61
16.2981,73
16.3022,50
16.3064,65
16.3106,50
16.3148,68
16.3189,57
16.3231,54
16.3273,74
16.3315,74
16.3357,77
16.3398,62
16.344,65
16.3482,86
16.3524,77
16.3565,65
16.3607,60
16.3649,49
16.3691,51
16.3733,63
16.3774,73
16.3816,72
16.3858,56
16.39,80
16.3941,68
16.3983,65
16.4025,75
16.4067,58
16.4109,60
16.415,65
16.4192,74
16.4234,69
16.4276,68
16.4317,58
16.4359,60
16.4401,54
16.4443,74
16.4485,61
16.4526,58
16.4568,57
16.461,63
16.4652,72
16.4694,53
16.4735,51
16.4777,54
16.4819,68
16.4861,64
16.4902,73
16.4944,61
16.4986,64
16.5028,72
16.507,67
16.5111,56
16.5153,57
16.5195,65
16.5237,68
16.5278,53
16.532,61
16.5362,70
16.5404,65
16.5446,74
16.5487,52
16.5529,56
16.5571,65
16.5613,58
16.5654,57
16.5696,58
16.5738,44
16.578,55
16.5822,77
16.5863,69
16.5905,54
16.5947,52
16.5989,53
16.603,63
16.6072,67
16.6114,56
16.6156,69
16.6198,48
16.6239,62
16.6281,63
16.6323,82
16.6365,61
16.6406,61
16.6448,65
16.649,54
16.6532,52
16.6574,60
16.6615,61
16.6657,55
16.6699,62
16.6741,63
16.6782,74
16.6824,51
16.6866,64
16.6908,44
16.695,69
16.6991,55
16.7033,39
16.7075,55
16.7117,67
16.7158,63
16.72,76
16.7242,62
16.7284,56
16.7326,45
16.7367,65
16.7409,70
16.7451,65
16.7493,63
16.7534,58
16.7576,67
16.7618,69
16.766,54
16.7702,55
16.7743,76
16.7785,60
16.7827,62
16.7869,50
16.791,69
16.7952,68
16.7994,62
16.8036,57
16.8078,54
16.8119,65
16.8161,56
16.8203,62
16.8245,62
16.8286,54
16.8328,60
16.837,43
16.8412,54
16.8454,54
16.8495,65
16.8537,69
16.8579,58
16.8621,73
16.8662,58
16.8704,65
16.8746,65
16.8788,64
16.883,72
16.8871,64
16.8913,62
16.8955,74
16.8997,54
16.9038,66
16.908,58
16.9122,70
16.9164,65
16.9206,56
16.9247,75
16.9289,53
16.9331,74
16.9373,69
16.9414,50
16.9456,53
16.9498,68
16.954,60
16.9582,57
16.9623,57
16.9665,68
16.9707,67
16.9749,49
16.979,58
16.9832,52
16.9874,55
16.9916,66
16.9958,74
16.9999,65
17.0041,61
17.0083,80
17.0125,53
17.0166,46
17.0208,65
17.025,76
17.0292,46
17.0334,68
17.0375,65
17.0417,64
17.0459,55
17.0501,63
17.0542,58
17.0584,43
17.0626,58
17.0668,64
17.071,44
17.0751,57
17.0793,65
17.0835,55
17.0877,70
17.0918,60
17.096,72
17.1002,49
17.1044,69
17.1086,66
17.1127,60
17.1169,72
17.1211,62
17.1253,55
17.1294,62
17.1336,60
17.1378,58
17.142,65
17.1462,56
17.1503,49
17.1545,62
17.1587,57
17.1629,62
17.167,54
17.1712,64
17.1754,61
17.1796,62
17.1838,76
17.1879,58
17.1921,65
17.1963,70
17.2005,73
17.2046,62
17.2088,67
17.213,56
17.2172,70
17.2214,55
17.2255,54
17.2297,62
17.2339,70
17.2381,65
17.2422,64
17.2464,57
17.2506,66
17.2548,67
17.259,44
17.2631,60
17.2673,68
17.2715,77
17.2757,55
17.2798,44
17.284,56
17.2882,58
17.2924,58
17.2966,53
17.3007,57
17.3049,48
17.3091,69
17.3133,55
17.3174,73
17.3216,72
17.3258,61
17.33,73
17.3342,50
17.3383,58
17.3425,57
17.3467,69
17.3509,67
17.355,68
17.3592,60
17.3634,56
17.3676,66
17.3718,46
17.3759,57
17.3801,67
17.3843,64
17.3885,68
17.3926,65
17.3968,61
17.401,67
17.4052,67
17.4094,57
17.4135,56
17.4177,63
17.4219,72
17.4261,65
17.4302,72
17.4344,53
17.4386,56
17.4428,79
17.447,63
17.4511,60
17.4553,63
17.4595,61
17.4637,66
17.4678,64
17.472,67
17.4762,72
17.4804,57
17.4846,65
17.4887,65
17.4929,69
17.4971,58
17.5013,62
17.5054,58
17.5096,53
17.5138,60
17.518,57
17.5222,58
17.5263,54
17.5305,56
17.5347,50
17.5389,63
17.543,60
17.5472,65
17.5514,50
17.5556,54
17.5598,75
17.5639,58
17.5681,65
17.5723,66
17.5765,63
17.5806,60
17.5848,50
17.589,50
17.5932,45
17.5974,62
17.6015,52
17.6057,61
17.6099,55
17.6141,64
17.6182,62
17.6224,64
17.6266,55
17.6308,61
17.635,66
17.6391,50
17.6433,65
17.6475,77
17.6517,45
17.6559,73
17.66,52
17.6642,60
17.6684,67
17.6726,61
17.6767,70
17.6809,74
17.6851,64
17.6893,60
17.6935,45
17.6976,53
17.7018,56
17.706,68
17.7102,60
17.7143,61
17.7185,65
17.7227,77
17.7269,54
17.7311,69
17.7352,57
17.7394,54
17.7436,52
17.7478,64
17.7519,62
17.7561,56
17.7603,68
17.7645,58
17.7687,65
17.7728,61
17.777,63
17.7812,66
17.7854,61
17.7895,72
17.7937,65
17.7979,66
17.8021,50
17.8063,50
17.8104,79
17.8146,75
17.8188,67
17.823,54
17.8271,72
17.8313,76
17.8355,57
17.8397,72
17.8439,56
17.848,58
17.8522,58
17.8564,63
17.8606,62
17.8647,53
17.8689,73
17.8731,70
17.8773,57
17.8815,52
17.8856,61
17.8898,56
17.894,77
17.8982,63
17.9023,75
17.9065,46
17.9107,78
17.9149,67
17.9191,57
17.9232,66
17.9274,60
17.9316,53
17.9358,60
17.9399,68
17.9441,53
17.9483,62
17.9525,43
17.9567,67
17.9608,61
17.965,57
17.9692,70
17.9734,58
17.9775,52
17.9817,57
17.9859,66
17.9901,54
17.9943,55
17.9984,63
18.0026,53
18.0068,60
18.011,63
18.0151,61
18.0193,70
18.0235,56
18.0277,48
18.0319,61
18.036,63
18.0402,57
18.0444,72
18.0486,57
18.0527,65
18.0569,57
18.0611,54
18.0653,40
18.0695,72
18.0736,66
18.0778,58
18.082,80
18.0862,68
18.0903,61
18.0945,68
18.0987,53
18.1029,58
18.1071,64
18.1112,54
18.1154,58
18.1196,67
18.1238,61
18.1279,64
18.1321,64
18.1363,63
18.1405,64
18.1447,58
18.1488,55
18.153,50
18.1572,57
18.1614,60
18.1655,69
18.1697,65
18.1739,73
18.1781,69
18.1823,53
18.1864,54
18.1906,61
18.1948,63
18.199,66
18.2031,60
18.2073,69
18.2115,42
18.2157,53
18.2199,60
18.224,62
18.2282,50
18.2324,55
18.2366,42
18.2407,64
18.2449,58
18.2491,57
18.2533,56
18.2575,56
18.2616,58
18.2658,58
18.27,60
18.2742,64
18.2783,66
18.2825,56
18.2867,62
18.2909,58
18.2951,58
18.2992,72
18.3034,58
18.3076,69
18.3118,55
18.3159,41
18.3201,50
18.3243,56
18.3285,56
18.3327,44
18.3368,52
18.341,55
18.3452,51
18.3494,60
18.3535,65
18.3577,55
18.3619,46
18.3661,68
18.3703,55
18.3744,64
18.3786,58
18.3828,46
18.387,41
18.3911,48
18.3953,63
18.3995,43
18.4037,57
18.4079,60
18.412,77
18.4162,50
18.4204,51
18.4246,55
18.4287,57
18.4329,61
18.4371,58
18.4413,49
18.4455,57
18.4496,63
18.4538,55
18.458,53
18.4622,66
